City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
268,Margate,GB,2022-03-18 20:48:43,51.3813,1.3862,49.3,82,6,5.99
269,Zeya,RU,2022-03-18 20:52:48,53.75,127.2667,-6.2,100,99,1.72
270,Tabou,CI,2022-03-18 20:52:48,4.423,-7.3528,80.37,85,31,7.36
271,Sebinkarahisar,TR,2022-03-18 20:52:48,40.2883,38.4236,7.75,86,100,4.25
272,Springdale,US,2022-03-18 20:52:49,36.1867,-94.1288,41.58,96,100,18.41
273,Komsomolskiy,UZ,2022-03-18 20:52:49,40.4272,71.7189,38.12,81,75,6.91
274,Karratha,AU,2022-03-18 20:52:49,-20.7377,116.8463,85.95,68,29,4.72
275,Umm Lajj,SA,2022-03-18 20:49:48,25.0213,37.2685,68.63,48,0,11.99
276,Yerbogachen,RU,2022-03-18 20:52:50,61.2767,108.0108,0.99,95,100,6.78
277,Rock Sound,BS,2022-03-18 20:53:50,24.9,-76.2,77.41,79,1,12.33
278,Mana,GF,2022-03-18 20:53:50,5.6592,-53.7767,78.13,83,99,10.02
279,Krasnoselkup,RU,2022-03-18 20:51:10,65.7,82.4667,12.25,95,75,10.11
280,Padang,ID,2022-03-18 20:53:50,-0.9492,100.3543,76.57,80,100,3.04
281,Usoke,TZ,2022-03-18 20:53:51,-5.1667,32.35,62.87,91,57,1.43
282,Bonavista,CA,2022-03-18 20:53:51,48.6499,-53.1147,34.47,99,100,8.55
283,Pindiga,NG,2022-03-18 20:53:51,9.9833,10.9333,82.4,10,100,7.02
284,Barahona,DO,2022-03-18 20:53:52,18.2085,-71.1008,85.82,66,75,13.8
285,Souillac,MU,2022-03-18 20:49:56,-20.5167,57.5167,77.38,94,20,3.44
286,Sauteurs,GD,2022-03-18 20:53:52,12.2167,-61.6333,78.1,74,22,21.43
287,Tuatapere,NZ,2022-03-18 20:53:20,-46.1333,167.6833,58.05,66,100,2.44
288,Kalmunai,LK,2022-03-18 20:53:52,7.4167,81.8167,76.78,83,13,3.18
289,Liverpool,GB,2022-03-18 20:53:53,53.4106,-2.9779,52.65,73,0,10.36
290,Bembereke,BJ,2022-03-18 20:53:53,10.2283,2.6634,89.1,16,71,2.62
